pwsid,supply_name,lead_lines,gpcl_lines,non_lead_lines,unknown_lines,total_lines,calc_total,inventory_status,total_mismatch
MI0006232   ,SPRING LAKE CLUB CONDOMINIUMS,0.0,0.0,4.0,0.0,4.0,4.0,complete,False
MI0006235   ,SPRING LAKE TOWNSHIP,,,4441.0,,4441.0,4441.0,incomplete,False
MI0006240   ,SPRINGFIELD,0.0,0.0,1693.0,1.0,1694.0,1694.0,complete,False
MI0006243   ,KINGSTON APARTMENTS,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0006250   ,SPRINGPORT,0.0,0.0,271.0,0.0,271.0,271.0,complete,False
MI0006260   ,"ST. CHARLES, VILLAGE OF",0.0,19.0,524.0,408.0,951.0,951.0,complete,False
MI0006270   ,"ST. CLAIR, CITY OF",0.0,73.0,955.0,1376.0,2404.0,2404.0,complete,False
MI0006280   ,"ST. CLAIR SHORES, CITY OF",12.0,0.0,27206.0,791.0,28009.0,28009.0,complete,False
MI0006282   ,ST. CLAIR TOWNSHIP,0.0,0.0,731.0,291.0,1022.0,1022.0,complete,False
MI0006284   ,ST. CLAIR WATER AND SEWER AUTHORITY,0.0,20.0,1364.0,452.0,1836.0,1836.0,complete,False
MI0006290   ,ST IGNACE,84.0,242.0,1193.0,0.0,1519.0,1519.0,complete,False
MI0006300   ,"ST. JOHNS, CITY OF",894.0,6.0,790.0,1262.0,2952.0,2952.0,complete,False
MI0006310   ,ST JOSEPH,1566.0,259.0,1750.0,361.0,3936.0,3936.0,complete,False
MI0006320   ,"ST. LOUIS, CITY OF",4.0,381.0,965.0,108.0,1458.0,1458.0,complete,False
MI0006325   ,ST. LOUIS CENTER,0.0,0.0,13.0,0.0,13.0,13.0,complete,False
MI0006350   ,"STANDISH, CITY OF",0.0,11.0,697.0,0.0,708.0,708.0,complete,False
MI0006360   ,STANTON,3.0,288.0,212.0,0.0,503.0,503.0,complete,False
MI0006370   ,SPSM,0.0,0.0,63.0,0.0,63.0,63.0,complete,False
MI0006375   ,MCTI,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0006377   ,MCTI FAMILY HOUSING,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0006380   ,STEPHENSON,0.0,0.0,419.0,0.0,419.0,419.0,complete,False
MI0006385   ,"STERLING HEIGHTS, CITY OF",0.0,0.0,37900.0,1995.0,39895.0,39895.0,complete,False
MI0006420   ,"STOCKBRIDGE, VILLAGE OF",354.0,4.0,168.0,0.0,526.0,526.0,complete,False
MI0006423   ,STONE RIDGE,0.0,0.0,137.0,,137.0,137.0,incomplete,False
MI0006428   ,"STONEHEDGE CLUB OWNERS ASSOCIATION, INC.",0.0,0.0,49.0,0.0,49.0,49.0,complete,False
MI0006435   ,BEDFORD MEADOWS,0.0,0.0,7.0,0.0,7.0,7.0,complete,False
MI0006440   ,STURGIS,1341.0,176.0,2410.0,75.0,4002.0,4002.0,complete,False
MI0006443   ,LAKEVIEW APARTMENTS,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0006446   ,SUGAR LOAF TOWNHOUSES,0.0,0.0,72.0,0.0,72.0,72.0,complete,False
MI0006448   ,SUMMERSET MEADOWS,0.0,0.0,74.0,0.0,74.0,74.0,complete,False
MI0006450   ,SUMMIT TOWNSHIP,0.0,0.0,7870.0,0.0,7870.0,7870.0,complete,False
MI0006460   ,SUMPTER TOWNSHIP,,,3401.0,,3401.0,3401.0,incomplete,False
MI0006465   ,SUN MEADOWS APARTMENTS,,,8.0,,8.0,8.0,incomplete,False
MI0006470   ,"SUNFIELD, VILLAGE OF",0.0,0.0,250.0,0.0,250.0,250.0,complete,False
MI0006480   ,SUNNYDALE GARDENS WATER ASSOCIATION,0.0,0.0,40.0,0.0,40.0,40.0,complete,False
MI0006484   ,SUNSET BEACH ASSOCIATION,0.0,0.0,18.0,0.0,18.0,18.0,complete,False
MI0006485   ,SUNSET TORCH ASSOCIATION,0.0,0.0,0.0,49.0,49.0,49.0,complete,False
MI0006490   ,SUPERIOR TOWNSHIP,0.0,0.0,2632.0,0.0,2632.0,2632.0,complete,False
MI0006500   ,"SUTTONS BAY, VILLAGE OF",102.0,53.0,119.0,0.0,274.0,274.0,complete,False
MI0006502   ,SWAN CREEK TOWNSHIP,0.0,0.0,1008.0,0.0,1008.0,1008.0,complete,False
MI0006505   ,"SWARTZ CREEK, CITY OF",0.0,0.0,2226.0,0.0,2226.0,2226.0,complete,False
MI0006508   ,SWIFT LAKE FARMS,0.0,0.0,24.0,0.0,24.0,24.0,complete,False
MI0006530   ,SYLVAN LAKE,0.0,0.0,369.0,467.0,836.0,836.0,complete,False
MI0006531   ,SYLVAN TOWNSHIP,0.0,0.0,154.0,0.0,154.0,154.0,complete,False
MI0006532   ,TALL OAKS CONDOMINUMS,0.0,0.0,26.0,0.0,26.0,26.0,complete,False
MI0006537   ,TANNERY CREEK CONDOMINUM ASSOCIATION,0.0,0.0,8.0,0.0,8.0,8.0,complete,False
MI0006540   ,"TAWAS CITY, CITY OF",0.0,0.0,768.0,241.0,1009.0,1009.0,complete,False
MI0006545   ,TAYLOR,124.0,0.0,19381.0,0.0,19505.0,19505.0,complete,False
MI0006552   ,TAYMOUTH TOWNSHIP,0.0,0.0,766.0,0.0,766.0,766.0,complete,False
MI0006560   ,TECUMSEH,2.0,0.0,3204.0,29.0,3235.0,3235.0,complete,False
MI0006562   ,TEKONSHA,0.0,0.0,324.0,0.0,324.0,324.0,complete,False
MI0006568   ,MANCELONA AREA WSA - THE CHIEF,0.0,0.0,23.0,0.0,23.0,23.0,complete,False
MI0006569   ,THE LIGHTHOUSE-TRAVERSE CITY LLC,0.0,0.0,6.0,0.0,6.0,6.0,complete,False
MI0006571   ,THE BLUFFS AT GULL LAKE,0.0,0.0,4.0,0.0,4.0,4.0,complete,False
MI0006574   ,THE SHORES ON CROOKED LAKE,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0006575   ,SUGARTREE APARTMENTS,0.0,0.0,7.0,0.0,7.0,7.0,complete,False
MI0006580   ,THOMAS TOWNSHIP,0.0,0.0,4595.0,0.0,4595.0,4595.0,complete,False
MI0006590   ,"THOMPSONVILLE, VILLAGE OF",0.0,1.0,85.0,170.0,256.0,256.0,complete,False
MI0006592   ,THORN CREEK CONDOMINIUMS,0.0,0.0,22.0,0.0,22.0,22.0,complete,False
MI0006594   ,THORNTON FARMS,0.0,0.0,402.0,0.0,402.0,402.0,complete,False
MI0006600   ,THREE OAKS,2.0,14.0,71.0,744.0,831.0,831.0,complete,False
MI0006610   ,THREE RIVERS,1420.0,83.0,1153.0,39.0,2695.0,2695.0,complete,False
MI0006624   ,TILLICUM FARMS,,,75.0,,75.0,75.0,incomplete,False
MI0006625   ,ELMWOOD TWP - TIMBERLEE,,,127.0,,127.0,127.0,incomplete,False
MI0006627   ,BEECHWOOD HILLS - TIMBER RIDGE,0.0,0.0,64.0,0.0,64.0,64.0,complete,False
MI0006630   ,CRYSTAL FALLS TWP - TOWNLINE,21.0,0.0,440.0,217.0,678.0,678.0,complete,False
MI0006631   ,MILL STREET 1 LDHA,0.0,0.0,5.0,0.0,5.0,5.0,complete,False
MI0006640   ,TRAVERSE CITY,2.0,350.0,5323.0,1239.0,6914.0,6914.0,complete,False
MI0006647   ,TREETOPS RESORT (TREETOPS NORTH),,0.0,11.0,0.0,11.0,11.0,incomplete,False
MI0006650   ,TRENTON,155.0,4.0,6730.0,0.0,6885.0,6889.0,complete,True
MI0006680   ,INTERIOR TOWNSHIP,,,102.0,,102.0,102.0,incomplete,False
MI0006682   ,TROUT CREEK CONDOMINIUMS,0.0,0.0,40.0,3.0,,43.0,incomplete,False
MI0006690   ,TROY,0.0,0.0,29334.0,0.0,29334.0,29334.0,complete,False
MI0006693   ,TULLYMORE CLUBHOUSE AND CAMELOT VILLAGE,,,25.0,,25.0,25.0,incomplete,False
MI0006696   ,TWIN LAKES SUBDIVISION,0.0,0.0,187.0,0.0,187.0,187.0,complete,False
MI0006710   ,"UBLY, VILLAGE OF",0.0,14.0,87.0,325.0,426.0,426.0,complete,False
MI0006720   ,UNION CITY,0.0,0.0,700.0,0.0,700.0,700.0,complete,False
MI0006725   ,UNION TOWNSHIP,0.0,0.0,1639.0,371.0,2010.0,2010.0,complete,False
MI0006730   ,"UNIONVILLE, VILLAGE OF",0.0,0.0,267.0,0.0,267.0,267.0,complete,False
MI0006760   ,"UTICA, CITY OF",6.0,99.0,779.0,1312.0,2196.0,2196.0,complete,False
MI0006763   ,VALLEY SIDE APARTMENTS,0.0,0.0,3.0,0.0,3.0,3.0,complete,False
MI0006765   ,VALLEYWOOD COVE CONDOMINIUM ASSOCIATION,0.0,0.0,50.0,0.0,50.0,50.0,complete,False
MI0006770   ,VAN BUREN TOWNSHIP,0.0,0.0,7778.0,24.0,7802.0,7802.0,complete,False
MI0006773   ,HORSELL MANOR,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0006780   ,"VASSAR, CITY OF",58.0,1001.0,,,1059.0,1059.0,incomplete,False
MI0006790   ,"VERMONTVILLE, VILLAGE OF",0.0,0.0,352.0,0.0,352.0,352.0,complete,False
MI0006792   ,V F W NATIONAL HOME,0.0,0.0,52.0,0.0,52.0,52.0,complete,False
MI0006800   ,VICKSBURG,272.0,74.0,1192.0,0.0,1538.0,1538.0,complete,False
MI0006803   ,VILLA NOUVA ASSOCIATION,0.0,0.0,14.0,0.0,14.0,14.0,complete,False
MI0006820   ,WOODLAND CENTER CORRECTIONAL FACILITY,0.0,0.0,10.0,,10.0,10.0,incomplete,False
MI0006830   ,WAKEFIELD,17.0,2.0,962.0,3.0,984.0,984.0,complete,False
MI0006850   ,WALDRON,,,194.0,59.0,253.0,253.0,incomplete,False
MI0006875   ,"WALLED LAKE, CITY OF",0.0,0.0,2307.0,0.0,2307.0,2307.0,complete,False
MI0006880   ,WALLOON LAKE WATER SYSTEM,0.0,0.0,223.0,0.0,223.0,223.0,complete,False
MI0006885   ,WALNUT LANE APARTMENTS,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0006900   ,"WARREN, CITY OF",5.0,33.0,35146.0,15573.0,50757.0,50757.0,complete,False
MI0006901   ,"CLEAN WATER ASSOCIATION, INC.",0.0,0.0,15.0,0.0,15.0,15.0,complete,False
MI0006905   ,WASHINGTON TOWNSHIP,0.0,0.0,7025.0,0.0,7025.0,7025.0,complete,False
MI0006910   ,WATERFORD TOWNSHIP,1.0,0.0,25026.0,0.0,25027.0,25027.0,complete,False
MI0006920   ,WATERSMEET TOWNSHIP,0.0,31.0,60.0,127.0,218.0,218.0,complete,False
MI0006930   ,WATERVLIET,11.0,624.0,20.0,301.0,956.0,956.0,complete,False
MI0006935   ,LAKEWOOD TERRACE ASSOCIATION,0.0,0.0,22.0,0.0,22.0,22.0,complete,False
MI0006940   ,WAYLAND,206.0,399.0,599.0,0.0,1204.0,1204.0,complete,False
MI0006950   ,WAYNE,112.0,182.0,1504.0,4117.0,5915.0,5915.0,complete,False
MI0006960   ,WEBBER TOWNSHIP,0.0,0.0,13.0,0.0,13.0,13.0,complete,False
MI0006970   ,"WEBBERVILLE, VILLAGE OF",0.0,7.0,90.0,375.0,472.0,472.0,complete,False
MI0006971   ,WEDGEWOOD GOLFSIDE CONDO ASSOC,0.0,0.0,52.0,0.0,52.0,52.0,complete,False
MI0006975   ,WEST BLOOMFIELD TOWNSHIP,0.0,0.0,16925.0,454.0,17379.0,17379.0,complete,False
MI0007010   ,"WEST BRANCH, CITY OF",2.0,29.0,901.0,0.0,932.0,932.0,complete,False
MI0007012   ,WEST BRANCH TOWNSHIP,0.0,0.0,80.0,0.0,80.0,80.0,complete,False
MI0007015   ,"MIDTOWN FLATS, LLC",,,,,,0.0,incomplete,False
MI0007035   ,WESTBROOK APARTMENTS,,,105.0,,105.0,105.0,incomplete,False
MI0007040   ,WESTLAND,0.0,166.0,15095.0,13193.0,28454.0,28454.0,complete,False
MI0007050   ,"WESTPHALIA, VILLAGE OF",,,415.0,,415.0,415.0,incomplete,False
MI0007057   ,WEST TRAVERSE TOWNSHIP,0.0,0.0,172.0,0.0,172.0,172.0,complete,False
MI0007060   ,WHITE CLOUD,312.0,20.0,180.0,5.0,517.0,517.0,complete,False
MI0007061   ,WHITE EAGLE SUBDIVISION,0.0,0.0,70.0,0.0,70.0,70.0,complete,False
MI0007062   ,WHITE DEER VILLAGE,0.0,0.0,18.0,0.0,18.0,18.0,complete,False
MI0007063   ,WHITEFORD TOWNSHIP,0.0,0.0,165.0,0.0,165.0,165.0,complete,False
MI0007064   ,WHITE LAKE ASSISTED LIVING CENTER,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0007065   ,WHITE LAKE TOWNSHIP,0.0,0.0,2419.0,0.0,2419.0,2419.0,complete,False
MI0007067   ,WHITE OAKS CONDOMINIUMS,0.0,0.0,24.0,0.0,24.0,24.0,complete,False
MI0007070   ,WHITE PIGEON,494.0,4.0,155.0,0.0,653.0,653.0,complete,False
MI0007085   ,T.J. WHITE PINE MANOR APARTMENTS,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0007099   ,VILLAGE AT EAGLE GARDENS,,,77.0,,77.0,77.0,incomplete,False
MI0007100   ,WHITEHALL,248.0,313.0,831.0,0.0,1392.0,1392.0,complete,False
MI0007101   ,WHITMORE LAKE APARTMENTS,0.0,0.0,7.0,,7.0,7.0,incomplete,False
MI0007103   ,HOMESTEAD/CRYSTAL RIVER WATER CO,0.0,0.0,203.0,0.0,203.0,203.0,complete,False
MI0007104   ,WHITTEMORE SQUARE APARTMENTS,0.0,0.0,25.0,0.0,25.0,25.0,complete,False
MI0007105   ,WILDWOOD ON WALLOON ASSOCIATION,0.0,0.0,0.0,36.0,36.0,36.0,complete,False
MI0007120   ,"WILLIAMSTON, CITY OF",0.0,0.0,1419.0,0.0,1419.0,1419.0,complete,False
MI0007125   ,WILLIAMS TOWNSHIP,0.0,0.0,2104.0,0.0,2104.0,2104.0,complete,False
MI0007126   ,WINDJAMMER COVE CONDOMINIUMS,0.0,0.0,17.0,0.0,17.0,17.0,complete,False
MI0007130   ,WINDWARD OWNERS ASSOCIATION,0.0,0.0,12.0,8.0,20.0,20.0,complete,False
MI0007134   ,WISNER AREA WATER SYSTEM,0.0,0.0,250.0,0.0,250.0,250.0,complete,False
MI0007135   ,"WIXOM, CITY OF",0.0,4.0,3271.0,224.0,3499.0,3499.0,complete,False
MI0007160   ,WOODBINE SUBDIVISION,0.0,146.0,0.0,0.0,146.0,146.0,complete,False
MI0007180   ,WOODHAVEN,0.0,0.0,3905.0,0.0,3905.0,3905.0,complete,False
MI0007182   ,WOODLAND PARK APARTMENTS,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0007185   ,WOODRUFF LAKE CONDOMINIUMS,,,60.0,,60.0,60.0,incomplete,False
MI0007186   ,WOODS OF LOCHAVEN,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0007210   ,WYANDOTTE,241.0,11.0,578.0,9439.0,10269.0,10269.0,complete,False
MI0007217   ,WYNSTONE SUBDIVISION,0.0,0.0,359.0,0.0,359.0,359.0,complete,False
MI0007220   ,WYOMING,,,23407.0,,23407.0,23407.0,incomplete,False
MI0007230   ,"YALE, CITY OF",0.0,0.0,732.0,38.0,743.0,770.0,complete,True
MI0007231   ,YANKEE SPRINGS TOWNSHIP,0.0,0.0,278.0,0.0,278.0,278.0,complete,False
MI0007233   ,IDLEWILD GARDEN HOUSING,0.0,0.0,24.0,0.0,24.0,24.0,complete,False
MI0007235   ,YODER APARTMENTS,,,4.0,,4.0,4.0,incomplete,False
MI0007240   ,YORK CONDOMINIUMS,0.0,0.0,11.0,0.0,11.0,11.0,complete,False
MI0007260   ,YPSILANTI COMMUNITY UTILITY AUTHORITY,155.0,364.0,19135.0,758.0,20412.0,20412.0,complete,False
MI0007270   ,ZEELAND BOARD OF PUBLIC WORKS,31.0,269.0,2169.0,0.0,2469.0,2469.0,complete,False
MI0007280   ,"ZILWAUKEE, CITY OF",0.0,0.0,770.0,0.0,770.0,770.0,complete,False
MI0007285   ,EAGLE POINTE CONDOMINIUMS,0.0,0.0,6.0,0.0,6.0,6.0,complete,False
MI0040001   ,LINCOLN ESTATES,0.0,0.0,21.0,0.0,21.0,21.0,complete,False
MI0040002   ,ALLEGAN MOBILE ESTATES,,,4.0,38.0,42.0,42.0,incomplete,False
MI0040004   ,COUNTRY MEADOWS,0.0,0.0,63.0,0.0,63.0,63.0,complete,False
MI0040005   ,BASELINE MOBILE HOME PARK,0.0,0.0,75.0,0.0,75.0,75.0,complete,False
MI0040006   ,COUNTRY ACRES MOBILE HOME PARK,,,23.0,90.0,113.0,113.0,incomplete,False
MI0040007   ,TOPAZ MOBILE HOME PARK,0.0,0.0,43.0,0.0,43.0,43.0,complete,False
MI0040008   ,DOGWOOD MANOR MOBILE HOME PARK,0.0,0.0,76.0,0.0,76.0,76.0,complete,False
MI0040011   ,GUN RIVER MOBILE ESTATES,,,168.0,,168.0,168.0,incomplete,False
MI0040013   ,SAPPHIRE ESTATES MOBILE HOME PARK,0.0,0.0,55.0,0.0,55.0,55.0,complete,False
MI0040014   ,HOMECREST VILLA MOBILE HOME PARK,0.0,0.0,58.0,0.0,58.0,58.0,complete,False
MI0040015   ,INDIAN ACRES MOBILE HOME PARK,0.0,0.0,35.0,0.0,35.0,35.0,complete,False
MI0040016   ,JOHNSONS MOBILE VILLAGE,0.0,0.0,74.0,0.0,74.0,74.0,complete,False
MI0040020   ,MAPLE GROVE ESTATES,,,46.0,,46.0,46.0,incomplete,False
MI0040021   ,RABBIT RIVER ESTATES,0.0,0.0,100.0,0.0,100.0,100.0,complete,False
MI0040023   ,AMBER ESTATES MOBILE HOME PARK,0.0,0.0,49.0,0.0,49.0,49.0,complete,False
MI0040024   ,SELKIRK LAKE MOBILE HOME PARK,0.0,0.0,24.0,0.0,24.0,24.0,complete,False
MI0040025   ,"SHADY ACRES COMMUNITY, LLC",0.0,0.0,59.0,0.0,59.0,59.0,complete,False
MI0040026   ,SHANGRAI-LA VILLAGE,0.0,0.0,66.0,0.0,66.0,66.0,complete,False
MI0040027   ,SWAN LAKE MOBILE ESTATES,,,,,,0.0,incomplete,False
MI0040028   ,VILLAGE EAST ESTATES,,,19.0,75.0,94.0,94.0,incomplete,False
MI0040029   ,GUN RIVER ESTATES WEST,,,61.0,,61.0,61.0,incomplete,False
MI0040030   ,RIVERSIDE ESTATES,0.0,0.0,43.0,0.0,43.0,43.0,complete,False
MI0040034   ,LAKESHORE ESTATES MHP,,0.0,44.0,,44.0,44.0,incomplete,False
MI0040039   ,NORTHERN COUNTRY ESTATES,0.0,0.0,41.0,0.0,41.0,41.0,complete,False
MI0040041   ,BALTIMORE TERRACE,,,65.0,,65.0,65.0,incomplete,False
MI0040042   ,BARRY'S RESORT,0.0,0.0,53.0,0.0,53.0,53.0,complete,False
MI0040044   ,GUN LAKE MOBILE HOME COMMUNITY,0.0,0.0,73.0,0.0,73.0,73.0,complete,False
MI0040045   ,DUNLOPS ORCHARD PARK,0.0,0.0,22.0,0.0,22.0,22.0,complete,False
MI0040046   ,GUERNSEY LAKE MOBILE HOME COMMUNITY,0.0,0.0,40.0,0.0,40.0,40.0,complete,False
MI0040047   ,THORNAPPLE LAKE ESTATES,0.0,0.0,215.0,0.0,215.0,215.0,complete,False
MI0040051   ,BUENA VISTA ESTATES,0.0,0.0,70.0,0.0,70.0,70.0,complete,False
MI0040057   ,HILLS HAVEN MOBILE HOME PARK,0.0,0.0,94.0,0.0,94.0,94.0,complete,False
MI0040060   ,SOUTHTOWN MHP,0.0,0.0,68.0,0.0,68.0,68.0,complete,False
MI0040061   ,MEADOW STREAMS ESTATES,0.0,0.0,161.0,0.0,161.0,161.0,complete,False
MI0040062   ,PAW PAW LAKE MH PARK,0.0,0.0,49.0,0.0,49.0,49.0,complete,False
MI0040065   ,RIVERSIDE ESTATES,0.0,0.0,87.0,0.0,87.0,87.0,complete,False
MI0040067   ,ONTARIO PLACE,0.0,0.0,154.0,0.0,154.0,154.0,complete,False
MI0040068   ,CAMBRIDGE VILLAGE,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0040069   ,GRAND VILLAGE MOBILE HOME PARK,0.0,0.0,20.0,0.0,20.0,20.0,complete,False
MI0040070   ,COUNTRYSIDE MOBILE COURT,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0040071   ,MARBLE LAKE RESORT & MARINA,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0040074   ,AVRA ESTATES,0.0,0.0,61.0,0.0,61.0,61.0,complete,False
MI0040075   ,LAKECREST MOBILE COURT,0.0,0.0,21.0,0.0,21.0,21.0,complete,False
MI0040076   ,SOMERSET MOBILE HOME PARK,0.0,0.0,56.0,0.0,56.0,56.0,complete,False
MI0040079   ,NP CREEK VALLEY SOUTH,0.0,0.0,134.0,0.0,134.0,134.0,complete,False
MI0040080   ,BEDFORD HILLS,0.0,0.0,339.0,0.0,339.0,339.0,complete,False
MI0040081   ,BELLEVUE MOBILE HOME PARK,0.0,0.0,14.0,0.0,14.0,14.0,complete,False
MI0040082   ,BIRCHWOOD ESTATES,0.0,0.0,67.0,0.0,67.0,67.0,complete,False
MI0040084   ,HICKORY HILLS,0.0,0.0,286.0,0.0,286.0,286.0,complete,False
MI0040086   ,PHOENIX MOBILE HOME COURT,0.0,0.0,26.0,0.0,26.0,26.0,complete,False
MI0040090   ,TWIN PINES MOBILE HOME PARK,0.0,0.0,73.0,0.0,73.0,73.0,complete,False
MI0040091   ,MY PLACE AT TWIN VALLEY,,,,,,0.0,incomplete,False
MI0040092   ,BARRON LAKE/ROSEBUSH,0.0,0.0,49.0,0.0,49.0,49.0,complete,False
MI0040093   ,C & M MOBILE HOME COURT,0.0,0.0,27.0,0.0,27.0,27.0,complete,False
MI0040094   ,COLONIAL ACRES,0.0,0.0,106.0,0.0,106.0,106.0,complete,False
MI0040098   ,LINDEN MOBILE HOME PARK,,,57.0,,57.0,57.0,incomplete,False
MI0040100   ,MARLIN VILLAGE MOBILE HOME PARK,,0.0,38.0,0.0,,38.0,incomplete,False
MI0040103   ,EAGLE LAKE ESTATES MHP,0.0,0.0,92.0,0.0,92.0,92.0,complete,False
MI0040104   ,RUSTIC ACRES PARK,0.0,0.0,69.0,0.0,69.0,69.0,complete,False
MI0040105   ,WHITE PINES MOBILE HOME PARK,0.0,0.0,35.0,0.0,35.0,35.0,complete,False
MI0040106   ,LAKE MICHIGAN HEIGHTS,0.0,0.0,26.0,87.0,113.0,113.0,complete,False
MI0040108   ,INDIAN RIVER MHP,,0.0,20.0,0.0,20.0,20.0,incomplete,False
MI0040110   ,TOWN AND COUNTRY MHP,0.0,0.0,40.0,0.0,40.0,40.0,complete,False
MI0040116   ,DUTCH HILLS,,,276.0,,,276.0,incomplete,False
MI0040119   ,CREEKSIDE MEADOWS OF ST. JOHNS,0.0,0.0,210.0,0.0,210.0,210.0,complete,False
MI0040122   ,HI-WAY MOBILE HAVEN,0.0,0.0,67.0,0.0,67.0,67.0,complete,False
MI0040123   ,MAPLE KNOLL,,,50.0,,50.0,50.0,incomplete,False
MI0040124   ,WINDSOR ESTATES,0.0,0.0,471.0,0.0,471.0,471.0,complete,False
MI0040125   ,CHALET ESTATES MOBILE HOME PARK,0.0,0.0,40.0,0.0,40.0,40.0,complete,False
MI0040126   ,CONWAY COMMONS MOBILE HOME PARK,0.0,0.0,200.0,0.0,200.0,200.0,complete,False
MI0040128   ,BAY SHORE ESTATES,0.0,0.0,84.0,0.0,84.0,84.0,complete,False
MI0040129   ,ALANSON ESTATES MOBILE HOME PARK,,0.0,20.0,0.0,20.0,20.0,incomplete,False
MI0040131   ,TRADEWINDS MOBILE HOME PARK,0.0,0.0,,0.0,29.0,0.0,incomplete,False
MI0040138   ,GUNTHER MOBILE HOME COURT INC,,,,,,0.0,incomplete,False
MI0040140   ,MY PLACE AT HERITAGE ESTATES,,,,,,0.0,incomplete,False
MI0040144   ,FENTON LAKEFRONT COMMUNITY LLC,0.0,,,0.0,,0.0,incomplete,False
MI0040145   ,LINDEN PLACE MOBILE HOME PARK,0.0,0.0,162.0,0.0,162.0,162.0,complete,False
MI0040151   ,LOON LAKE MOBILE HOME PARK,,,10.0,,10.0,10.0,incomplete,False
MI0040152   ,MONTROSE TRAILER PARK,,,,,,0.0,incomplete,False
MI0040154   ,NORTH DORT MANOR LTD,,,,,,0.0,incomplete,False
MI0040155   ,NORTH MORRIS ESTATES,,,,596.0,596.0,596.0,incomplete,False
MI0040156   ,OLD ORCHARD ESTATES,0.0,0.0,200.0,0.0,200.0,200.0,complete,False
MI0040158   ,LAKE FENTON MOBILE HOME PARK,,,25.0,,25.0,25.0,incomplete,False
MI0040162   ,"WESTHAVEN MOBILE HOME PARK, LLC",,,,,,0.0,incomplete,False
MI0040164   ,SWARTZ CREEK MEADOWS,0.0,0.0,168.0,0.0,168.0,168.0,complete,False
MI0040166   ,KEY COURT MOBILE HOME PARK,0.0,0.0,32.0,0.0,32.0,32.0,complete,False
MI0040167   ,PLEASANT BEACH MOBILE HOME RESORT,0.0,0.0,116.0,0.0,116.0,116.0,complete,False
MI0040168   ,SECORD LAKE MHP,0.0,0.0,48.0,0.0,48.0,48.0,complete,False
MI0040169   ,LAKESHORE VILLAGE,0.0,0.0,47.0,0.0,47.0,47.0,complete,False
MI0040171   ,KINGS COURT MOBILE HOME PARK,0.0,0.0,481.0,0.0,481.0,481.0,complete,False
MI0040172   ,MEADOWLANE MOBILE HOME PARK,0.0,0.0,483.0,0.0,483.0,483.0,complete,False
MI0040174   ,GARFIELD OAKS,0.0,0.0,26.0,0.0,26.0,26.0,complete,False
MI0040175   ,SILVER LAKE VIEW MOBILE HOME PARK,0.0,0.0,49.0,0.0,49.0,49.0,complete,False
MI0040176   ,SILVER SHORES MOBILE HOME PARK,0.0,0.0,210.0,0.0,210.0,210.0,complete,False
MI0040177   ,SUBURBAN ESTATES MHP,0.0,0.0,78.0,0.0,78.0,78.0,complete,False
MI0040180   ,HILLSIDE ACRES,0.0,0.0,44.0,0.0,,44.0,incomplete,False
MI0040181   ,KYCA COMMUNITY,,,,,,0.0,incomplete,False
MI0040183   ,CREEKSIDE MHC,,,,,,0.0,incomplete,False
MI0040184   ,SOMERSET CENTRE ESTATES,,,147.0,,147.0,147.0,incomplete,False
MI0040187   ,SUMMER WOOD ESTATES,0.0,0.0,71.0,0.0,71.0,71.0,complete,False
MI0040190   ,BAYSIDE (DBA CONTINENTAL MHP),0.0,0.0,74.0,0.0,74.0,74.0,complete,False
MI0040191   ,RIVERVIEW ESTATES,0.0,0.0,36.0,0.0,36.0,36.0,complete,False
MI0040193   ,COUNTRY MANOR M H P,0.0,0.0,41.0,0.0,41.0,41.0,complete,False
MI0040194   ,HAMLIN MOBILE HOME PARK,0.0,0.0,230.0,,230.0,230.0,incomplete,False
MI0040197   ,MASON MANOR,0.0,0.0,267.0,0.0,267.0,267.0,complete,False
MI0040199   ,STONEGATE MOBILE HOME COMMUNITY,0.0,0.0,308.0,0.0,308.0,308.0,complete,False
MI0040200   ,"MASON MOBILE, LLC",,,,,,0.0,incomplete,False
MI0040202   ,WILLOW VILLAGE,,,,,,0.0,incomplete,False
MI0040203   ,WINDMILL PARK,0.0,0.0,487.0,0.0,487.0,487.0,complete,False
MI0040206   ,EVERGREEN MOBILE HOME COMMUNITY,,,109.0,,109.0,109.0,incomplete,False
MI0040208   ,HIDDEN VALLEY,0.0,0.0,50.0,0.0,50.0,50.0,complete,False
MI0040209   ,LONG LAKE MOBILE HOME ESTATES,0.0,0.0,27.0,0.0,27.0,27.0,complete,False
