pwsid,supply_name,lead_lines,gpcl_lines,non_lead_lines,unknown_lines,total_lines,calc_total,inventory_status,total_mismatch
MI0000011   ,ACME TOWNSHIP - HOPE VILLAGE,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0000012   ,ADA TOWNSHIP,0.0,0.0,2431.0,0.0,2431.0,2431.0,complete,False
MI0000020   ,ADAMS TOWNSHIP,0.0,0.0,481.0,154.0,635.0,635.0,complete,False
MI0000030   ,ADDISON,0.0,0.0,118.0,,152.0,118.0,incomplete,False
MI0000040   ,ADRIAN,5.0,2280.0,3876.0,0.0,6161.0,6161.0,complete,False
MI0000045   ,BROOKDALE ADRIAN,0.0,0.0,152.0,0.0,152.0,152.0,complete,False
MI0000048   ,RICHLYN MANOR,0.0,0.0,95.0,0.0,95.0,95.0,complete,False
MI0000050   ,AHMEEK,0.0,9.0,98.0,0.0,107.0,107.0,complete,False
MI0000070   ,AKRON,0.0,0.0,202.0,0.0,202.0,202.0,complete,False
MI0000072   ,AKRON TOWNSHIP,0.0,0.0,98.0,0.0,98.0,98.0,complete,False
MI0000082   ,ALABASTER TOWNSHIP,0.0,0.0,45.0,0.0,45.0,45.0,complete,False
MI0000088   ,ALBEE TOWNSHIP,,0.0,203.0,0.0,203.0,203.0,incomplete,False
MI0000090   ,FORD FORESTRY CENTER,0.0,0.0,23.0,0.0,23.0,23.0,complete,False
MI0000100   ,ALBION,609.0,18.0,2142.0,0.0,2769.0,2769.0,complete,False
MI0000110   ,"ALGONAC, CITY OF",0.0,29.0,739.0,1059.0,1827.0,1827.0,complete,False
MI0000120   ,ALLEGAN,631.0,433.0,656.0,1.0,1721.0,1721.0,complete,False
MI0000125   ,ALLEGAN COUNTY SERVICES CENTER,0.0,0.0,8.0,0.0,8.0,8.0,complete,False
MI0000127   ,ALLENDALE TOWNSHIP,0.0,0.0,3790.0,0.0,3790.0,3790.0,complete,False
MI0000130   ,ALLEN PARK,236.0,0.0,11611.0,0.0,11847.0,11847.0,complete,False
MI0000140   ,"ALMA, CITY OF",0.0,115.0,2379.0,505.0,2999.0,2999.0,complete,False
MI0000150   ,"ALMONT, VILLAGE OF",0.0,0.0,1055.0,16.0,1071.0,1071.0,complete,False
MI0000160   ,"ALPENA, CITY OF",7.0,76.0,538.0,4022.0,4643.0,4643.0,complete,False
MI0000170   ,CHARTER TOWNSHIP OF ALPENA,0.0,0.0,2452.0,0.0,2452.0,2452.0,complete,False
MI0000180   ,ALPHA,3.0,9.0,96.0,18.0,126.0,126.0,complete,False
MI0000200   ,HEMATITE TOWNSHIP,0.0,0.0,,0.0,0.0,0.0,incomplete,False
MI0000210   ,ANDREWS UNIVERSITY,0.0,0.0,118.0,0.0,118.0,118.0,complete,False
MI0000215   ,ANDELINA FARMS,0.0,0.0,289.0,,289.0,289.0,incomplete,False
MI0000220   ,ANN ARBOR,0.0,471.0,25402.0,2.0,25875.0,25875.0,complete,False
MI0000221   ,ANN ARBOR TOWNSHIP,0.0,0.0,443.0,0.0,443.0,443.0,complete,False
MI0000236   ,ARBOR RIDGE CONDOMINIUMS,0.0,0.0,12.0,0.0,12.0,12.0,complete,False
MI0000240   ,"ARMADA, VILLAGE OF",151.0,3.0,459.0,0.0,613.0,613.0,complete,False
MI0000242   ,ARTESIAN SPRINGS RV RESORT,0.0,0.0,20.0,0.0,20.0,20.0,complete,False
MI0000245   ,ASH TOWNSHIP,49.0,3.0,1484.0,905.0,2441.0,2441.0,complete,False
MI0000250   ,"ASHLEY, VILLAGE OF",0.0,0.0,245.0,0.0,245.0,245.0,complete,False
MI0000260   ,ATHENS,0.0,127.0,313.0,7.0,447.0,447.0,complete,False
MI0000280   ,"AU GRES, CITY OF",,,582.0,,,582.0,incomplete,False
MI0000285   ,AU GRES TOWNSHIP,0.0,0.0,38.0,0.0,38.0,38.0,complete,False
MI0000290   ,AU SABLE TOWNSHIP,0.0,0.0,1340.0,0.0,1340.0,1340.0,complete,False
MI0000300   ,AUBURN,0.0,0.0,196.0,757.0,953.0,953.0,complete,False
MI0000320   ,AUGUSTA,10.0,12.0,363.0,0.0,385.0,385.0,complete,False
MI0000321   ,AUGUSTA TOWNSHIP,0.0,0.0,1537.0,0.0,1537.0,1537.0,complete,False
MI0000322   ,AUSTIN COMMONS II,0.0,0.0,112.0,,112.0,112.0,incomplete,False
MI0000324   ,AUSABLE VALLEY COMMUNITY,0.0,0.0,12.0,0.0,12.0,12.0,complete,False
MI0000325   ,ROCHESTER HILLS,0.0,0.0,23882.0,0.0,23882.0,23882.0,complete,False
MI0000340   ,BAD AXE,0.0,0.0,337.0,0.0,337.0,337.0,complete,False
MI0000347   ,BAIR LAKE BIBLE CAMP,0.0,2.0,21.0,0.0,23.0,23.0,complete,False
MI0000350   ,"BALDWIN, VILLAGE OF",23.0,5.0,328.0,51.0,407.0,407.0,complete,False
MI0000355   ,BALDWIN TOWNSHIP,0.0,0.0,404.0,0.0,404.0,404.0,complete,False
MI0000370   ,"BANCROFT, VILLAGE OF",,,126.0,71.0,197.0,197.0,incomplete,False
MI0000380   ,BANGOR,2.0,56.0,98.0,617.0,773.0,773.0,complete,False
MI0000390   ,BANGOR TOWNSHIP,12.0,12.0,4746.0,0.0,4770.0,4770.0,complete,False
MI0000400   ,BANGOR-MONITOR METRO DISTRICT,0.0,0.0,1242.0,8.0,1250.0,1250.0,complete,False
MI0000410   ,BARAGA,0.0,0.0,655.0,92.0,747.0,747.0,complete,False
MI0000418   ,BARN SWALLOW APARTMENTS,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0000420   ,BARODA,0.0,6.0,57.0,282.0,345.0,345.0,complete,False
MI0000426   ,BARRY TOWNSHIP,,,101.0,,101.0,101.0,incomplete,False
MI0000430   ,BARTON HILLS,0.0,3.0,48.0,90.0,141.0,141.0,complete,False
MI0000440   ,BATES TOWNSHIP,0.0,0.0,612.0,0.0,612.0,612.0,complete,False
MI0000450   ,BATTLE CREEK - VERONA SYSTEM,3614.0,167.0,7936.0,7066.0,18783.0,18783.0,complete,False
MI0000465   ,BAY AREA WATER SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,complete,False
MI0000470   ,"BAY CITY, CITY OF",3323.0,879.0,9826.0,0.0,14028.0,14028.0,complete,False
MI0000485   ,BAY CO. DEPT OF WATER & SEWER,9.0,7.0,3029.0,0.0,3045.0,3045.0,complete,False
MI0000487   ,BAY HARBOR CLUB,0.0,0.0,20.0,0.0,20.0,20.0,complete,False
MI0000490   ,BAY VIEW ASSOCIATION,0.0,0.0,482.0,0.0,482.0,482.0,complete,False
MI0000501   ,BEACH HOUSE APARTMENTS,,0.0,17.0,,,17.0,incomplete,False
MI0000503   ,BEACON HOME AT COLBY,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0000505   ,BEAR CREEK ESTATES CONDOMINIUM,0.0,0.0,35.0,0.0,35.0,35.0,complete,False
MI0000508   ,BEAR CREEK VILLA,,,21.0,,21.0,21.0,incomplete,False
MI0000510   ,"BEAR LAKE, VILLAGE OF",0.0,146.0,52.0,0.0,198.0,198.0,complete,False
MI0000513   ,BEAVER CREEK-GRAYLING TOWNSHIPS UA,0.0,0.0,3.0,0.0,3.0,3.0,complete,False
MI0000514   ,BEAVER CREEK RESORT,0.0,0.0,40.0,0.0,40.0,40.0,complete,False
MI0000517   ,BEAVER ROAD AREA WATER ASSOC.,0.0,0.0,283.0,0.0,283.0,283.0,complete,False
MI0000518   ,BEAVER TOWNSHIP,0.0,0.0,471.0,0.0,471.0,471.0,complete,False
MI0000520   ,BEAVERTON,0.0,0.0,91.0,361.0,452.0,452.0,complete,False
MI0000540   ,BEECHER METROPOLITAN DISTRICT,0.0,0.0,5063.0,0.0,5063.0,5063.0,complete,False
MI0000550   ,IRON RIVER TOWNSHIP-BEECHWOOD,0.0,0.0,165.0,0.0,165.0,165.0,complete,False
MI0000560   ,BELDING,,884.0,1001.0,,1885.0,1885.0,incomplete,False
MI0000570   ,"BELLAIRE, VILLAGE OF",361.0,10.0,218.0,,589.0,589.0,incomplete,False
MI0000575   ,WHISPERING PINES SENIOR LIVING,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0000580   ,BELLEVILLE,,,,,,0.0,incomplete,False
MI0000590   ,"BELLEVUE, VILLAGE OF",3.0,7.0,524.0,0.0,534.0,534.0,complete,False
MI0000600   ,BENTON HARBOR,0.0,0.0,4531.0,0.0,4531.0,4531.0,complete,False
MI0000605   ,BENTON CHARTER TOWNSHIP,33.0,7.0,2646.0,71.0,2757.0,2757.0,complete,False
MI0000610   ,BENZONIA VILLAGE OF,0.0,53.0,222.0,0.0,275.0,275.0,complete,False
MI0000620   ,BERGLAND TOWNSHIP,88.0,0.0,0.0,61.0,149.0,149.0,complete,False
MI0000630   ,BERKLEY,97.0,2.0,1125.0,5684.0,6908.0,6908.0,complete,False
MI0000635   ,BERLIN TOWNSHIP,,,2645.0,,2645.0,2645.0,incomplete,False
MI0000650   ,BERRIEN SPRINGS,132.0,377.0,271.0,0.0,780.0,780.0,complete,False
MI0000660   ,BESSEMER,47.0,0.0,958.0,46.0,1051.0,1051.0,complete,False
MI0000680   ,"BEULAH, VILLAGE OF",0.0,0.0,308.0,0.0,308.0,308.0,complete,False
MI0000690   ,BEVERLY HILLS,0.0,2.0,3916.0,125.0,4043.0,4043.0,complete,False
MI0000700   ,POWELL TOWNSHIP,0.0,0.0,88.0,27.0,115.0,115.0,complete,False
MI0000705   ,BIG CREEK/MENTOR UTILITY AUTHORITY,0.0,0.0,244.0,0.0,244.0,244.0,complete,False
MI0000710   ,BIG RAPIDS,0.0,0.0,2535.0,64.0,2599.0,2599.0,complete,False
MI0000715   ,BINGHAM FARMS,0.0,0.0,369.0,0.0,369.0,369.0,complete,False
MI0000716   ,BINGHAM TOWNSHIP,0.0,0.0,56.0,0.0,,56.0,incomplete,False
MI0000720   ,"BIRCH RUN, VILLAGE OF",0.0,0.0,459.0,0.0,459.0,459.0,complete,False
MI0000722   ,BIRCH RUN TOWNSHIP,0.0,0.0,906.0,0.0,906.0,906.0,complete,False
MI0000725   ,BIRCHWOOD FARMS,0.0,0.0,434.0,0.0,434.0,434.0,complete,False
MI0000730   ,BIRMINGHAM,153.0,2.0,8968.0,33.0,9156.0,9156.0,complete,False
MI0000731   ,BISHOP LAKE APARTMENTS,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0000733   ,BLACK BEAR FARMS,0.0,0.0,101.0,0.0,101.0,101.0,complete,False
MI0000740   ,BLACKMAN TOWNSHIP,0.0,0.0,2858.0,0.0,2858.0,2858.0,complete,False
MI0000743   ,BLAIR TOWNSHIP,0.0,0.0,1583.0,0.0,1583.0,1583.0,complete,False
MI0000750   ,BLISSFIELD,718.0,0.0,828.0,,1546.0,1546.0,incomplete,False
MI0000775   ,BLOOMFIELD HILLS,0.0,0.0,1488.0,0.0,1488.0,1488.0,complete,False
MI0000790   ,BLOOMFIELD TOWNSHIP,0.0,0.0,15150.0,0.0,15150.0,15150.0,complete,False
MI0000794   ,BLUE SPRUCE APARTMENTS,0.0,0.0,6.0,0.0,6.0,6.0,complete,False
MI0000795   ,"BLUE WATER VILLAGE WELL SITE, LLC",0.0,0.0,12.0,0.0,12.0,12.0,complete,False
MI0000796   ,GENERAL WHITE APARTMENTS,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0000798   ,BLUMFIELD-REESE WATER AUTH.,0.0,0.0,1533.0,0.0,1533.0,1533.0,complete,False
MI0000799   ,BOYNAIRE LANDOWNERS ASSOCIATION,0.0,0.0,14.0,0.0,14.0,14.0,complete,False
MI0000800   ,"BOYNE CITY, CITY OF",725.0,355.0,491.0,0.0,1571.0,1571.0,complete,False
MI0000810   ,"BOYNE FALLS, VILLAGE OF",0.0,0.0,160.0,0.0,160.0,160.0,complete,False
MI0000813   ,HIGHLANDS AT HARBOR SPRINGS,,,192.0,,192.0,192.0,incomplete,False
MI0000815   ,BOYNE MOUNTAIN RESORT,0.0,0.0,156.0,0.0,156.0,156.0,complete,False
MI0000820   ,"BRECKENRIDGE, VILLAGE OF",0.0,0.0,598.0,12.0,610.0,610.0,complete,False
MI0000838   ,RIDGE VALLEY OF MILFORD,0.0,0.0,138.0,0.0,138.0,138.0,complete,False
MI0000840   ,BRIDGEPORT TOWNSHIP,0.0,0.0,4111.0,0.0,4111.0,4111.0,complete,False
MI0000850   ,BRIDGMAN,0.0,0.0,1131.0,0.0,1131.0,1131.0,complete,False
MI0000860   ,"BRIGHTON, CITY OF",0.0,0.0,3983.0,0.0,3983.0,3983.0,complete,False
MI0000877   ,BRILEY TOWNSHIP,0.0,0.0,163.0,0.0,163.0,163.0,complete,False
MI0000880   ,SUPERIOR TOWNSHIP,0.0,0.0,319.0,0.0,319.0,319.0,complete,False
MI0000890   ,BRITTON,0.0,0.0,280.0,0.0,280.0,280.0,complete,False
MI0000894   ,BROOK OF HOUGHTON LAKE,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0000910   ,BRONSON,298.0,319.0,320.0,0.0,937.0,937.0,complete,False
MI0000920   ,BROOKLYN,0.0,0.0,579.0,0.0,579.0,579.0,complete,False
MI0000930   ,BROWN CITY,4.0,29.0,465.0,0.0,498.0,498.0,complete,False
MI0000940   ,BROWNSTOWN TOWNSHIP,7.0,6.0,9019.0,,9032.0,9032.0,incomplete,False
MI0000951   ,BRUCE TOWNSHIP,0.0,0.0,143.0,0.0,143.0,143.0,complete,False
MI0000960   ,BUCHANAN,132.0,426.0,1267.0,0.0,1825.0,1825.0,complete,False
MI0000970   ,"BUCKLEY, VILLAGE OF",,,202.0,,202.0,202.0,incomplete,False
MI0000980   ,BUENA VISTA TOWNSHIP,0.0,0.0,1133.0,1637.0,2770.0,2770.0,complete,False
MI0001000   ,BURR OAK,0.0,0.0,74.0,272.0,346.0,346.0,complete,False
MI0001002   ,OAK POINTE,0.0,0.0,879.0,0.0,879.0,879.0,complete,False
MI0001005   ,BURT VIEW ASSOCIATION,0.0,0.0,5.0,0.0,5.0,5.0,complete,False
MI0001008   ,BURTCHVILLE TOWNSHIP,0.0,0.0,1237.0,0.0,1237.0,1237.0,complete,False
MI0001010   ,"BURTON, CITY OF",0.0,0.0,6751.0,0.0,6751.0,6751.0,complete,False
MI0001015   ,BUTTERCUP SHORES,0.0,0.0,26.0,0.0,70.0,26.0,complete,True
MI0001018   ,BUTTERFIELD WOODS SUBDIVISION,0.0,0.0,35.0,0.0,35.0,35.0,complete,False
MI0001019   ,BYRAM RIDGE,,,105.0,,105.0,105.0,incomplete,False
MI0001020   ,"BYRON, VILLAGE OF",0.0,0.0,49.0,187.0,236.0,236.0,complete,False
MI0001023   ,BYRON-GAINES UTILITY AUTHORITY,0.0,0.0,12600.0,0.0,12600.0,12600.0,complete,False
MI0001030   ,"CADILLAC, CITY OF",0.0,98.0,3444.0,333.0,3875.0,3875.0,complete,False
MI0001037   ,CALEDONIA ESTATES,0.0,0.0,5.0,0.0,5.0,5.0,complete,False
MI0001039   ,CALEDONIA TOWNSHIP,0.0,0.0,1553.0,0.0,1553.0,1553.0,complete,False
MI0001040   ,CALUMET,0.0,0.0,320.0,15.0,335.0,335.0,complete,False
MI0001046   ,CALUMET TOWNSHIP,0.0,0.0,59.0,6.0,65.0,65.0,complete,False
MI0001050   ,CAMDEN,0.0,0.0,236.0,0.0,236.0,236.0,complete,False
MI0001052   ,CAMP ARCADIA / LCA,0.0,0.0,59.0,0.0,59.0,59.0,complete,False
MI0001067   ,CROSSROADS FOR YOUTH,0.0,0.0,4.0,0.0,4.0,4.0,complete,False
MI0001073   ,SHAWONO CENTER - DHS,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0001100   ,CANTON TOWNSHIP,0.0,0.0,26626.0,0.0,26626.0,26626.0,complete,False
MI0001110   ,"CAPAC, VILLAGE OF",0.0,0.0,692.0,0.0,692.0,692.0,complete,False
MI0001125   ,CARNEY-NADEAU WATER & SEWER AUTHORITY,0.0,0.0,87.0,0.0,87.0,87.0,complete,False
MI0001130   ,"CARO, CITY OF",29.0,8.0,2083.0,75.0,2195.0,2195.0,complete,False
MI0001160   ,CARROLLTON TOWNSHIP,0.0,3.0,1677.0,736.0,2416.0,2416.0,complete,False
MI0001170   ,CARSON CITY,33.0,85.0,201.0,213.0,532.0,532.0,complete,False
MI0001180   ,"CARSONVILLE, VILLAGE OF",0.0,0.0,259.0,0.0,259.0,259.0,complete,False
MI0001190   ,"CASEVILLE, CITY OF",0.0,0.0,806.0,0.0,806.0,806.0,complete,False
MI0001195   ,CASEVILLE TOWNSHIP,0.0,0.0,1012.0,0.0,1012.0,1012.0,complete,False
MI0001210   ,CASPIAN,0.0,0.0,482.0,0.0,482.0,482.0,complete,False
MI0001220   ,"CASS CITY, VILLAGE OF",36.0,248.0,714.0,0.0,998.0,998.0,complete,False
MI0001230   ,CASS LAKESIDE SUBDIVISION,15.0,0.0,183.0,48.0,246.0,246.0,complete,False
MI0001250   ,CASSOPOLIS,274.0,286.0,210.0,1.0,771.0,771.0,complete,False
MI0001252   ,CEDAR CREEK WATER COMPANY,0.0,0.0,112.0,0.0,112.0,112.0,complete,False
MI0001253   ,CEDAR HILL ASSISTED LIVING,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0001256   ,CECIL FARMS,0.0,0.0,76.0,0.0,76.0,76.0,complete,False
MI0001258   ,CEDAR CREEK TOWNSHIP,0.0,0.0,53.0,0.0,53.0,53.0,complete,False
MI0001260   ,CEDAR SPRINGS,0.0,0.0,915.0,0.0,915.0,915.0,complete,False
MI0001290   ,"CENTER LINE, CITY OF",298.0,9.0,880.0,1617.0,2804.0,2804.0,complete,False
MI0001300   ,"CENTRAL LAKE, VILLAGE OF",16.0,65.0,383.0,131.0,595.0,595.0,complete,False
MI0001310   ,CENTREVILLE,0.0,0.0,499.0,0.0,499.0,499.0,complete,False
MI0001325   ,CHALET DU PAW PAW CONDOMINIUMS,0.0,0.0,19.0,0.0,19.0,19.0,complete,False
MI0001327   ,CHARLESTON TOWNSHIP,,,2.0,,2.0,2.0,incomplete,False
MI0001330   ,CHARLEVOIX,76.0,164.0,965.0,979.0,2184.0,2184.0,complete,False
MI0001335   ,CHARLEVOIX TOWNSHIP,0.0,0.0,656.0,84.0,740.0,740.0,complete,False
MI0001340   ,"CHARLOTTE, CITY OF",13.0,459.0,2840.0,425.0,3737.0,3737.0,complete,False
MI0001350   ,CHASSELL TOWNSHIP,,,355.0,,355.0,355.0,incomplete,False
MI0001352   ,ADVENTURE ACRES,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0001353   ,CHATEAUX DU LAC CONDOMINIUMS,0.0,0.0,40.0,0.0,40.0,40.0,complete,False
MI0001355   ,CHATHAM,,,139.0,0.0,139.0,139.0,incomplete,False
MI0001360   ,"CHEBOYGAN, CITY OF",23.0,52.0,367.0,1547.0,1989.0,1989.0,complete,False
MI0001370   ,CHELSEA,0.0,0.0,2028.0,16.0,2044.0,2044.0,complete,False
MI0001371   ,CHERRY CREEK VILLAGE,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0001380   ,"CHESANING, VILLAGE OF",20.0,8.0,437.0,652.0,1117.0,1117.0,complete,False
MI0001390   ,CHESTERFIELD TOWNSHIP,0.0,0.0,16461.0,0.0,16461.0,16461.0,complete,False
MI0001397   ,CHESTNUT HILLS,0.0,0.0,47.0,,47.0,47.0,incomplete,False
MI0001400   ,CHIKAMING TOWNSHIP,0.0,0.0,3030.0,0.0,3030.0,3030.0,complete,False
MI0001416   ,CHOCOLAY BUNGALOWS,0.0,0.0,18.0,0.0,,18.0,incomplete,False
MI0001420   ,"CLARE, CITY OF",0.0,0.0,1071.0,0.0,1071.0,1071.0,complete,False
MI0001440   ,CLAWSON,561.0,0.0,4281.0,165.0,5007.0,5007.0,complete,False
MI0001450   ,CLAY TOWNSHIP,0.0,0.0,4917.0,0.0,4917.0,4917.0,complete,False
MI0001460   ,"CLIFFORD, VILLAGE OF",0.0,0.0,125.0,0.0,125.0,125.0,complete,False
MI0001465   ,CLIMAX,0.0,0.0,284.0,0.0,284.0,284.0,complete,False
MI0001470   ,CLINTON,159.0,30.0,663.0,44.0,896.0,896.0,complete,False
MI0001480   ,CLINTON TOWNSHIP,0.0,0.0,25723.0,1724.0,27447.0,27447.0,complete,False
MI0001490   ,"CLIO, CITY OF",0.0,109.0,330.0,381.0,820.0,820.0,complete,False
MI0001493   ,CLYDE TOWNSHIP,0.0,0.0,794.0,0.0,794.0,794.0,complete,False
MI0001500   ,COLDWATER,972.0,97.0,2399.0,0.0,3468.0,3468.0,complete,False
MI0001520   ,"COLEMAN, CITY OF",0.0,5.0,548.0,0.0,553.0,553.0,complete,False
MI0001530   ,COLOMA,,,,,,0.0,incomplete,False
MI0001535   ,COLOMA TOWNSHIP,,0.0,549.0,0.0,549.0,549.0,incomplete,False
MI0001540   ,COLON,0.0,0.0,630.0,0.0,630.0,630.0,complete,False
MI0001543   ,GREEN OAK TWP - CENTENNIAL FARMS,0.0,0.0,81.0,0.0,81.0,81.0,complete,False
MI0001545   ,MAIN STREET APARTMENTS,0.0,0.0,5.0,0.0,5.0,5.0,complete,False
MI0001552   ,COLONY BAY CONDOMINIUMS,0.0,0.0,25.0,0.0,25.0,25.0,complete,False
MI0001565   ,COLUMBIA LAKES ESTATES,0.0,0.0,299.0,0.0,299.0,299.0,complete,False
MI0001570   ,"COLUMBIAVILLE, VILLAGE OF",0.0,0.0,333.0,0.0,333.0,333.0,complete,False
MI0001572   ,COLOMBIERE CENTER,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0001573   ,COMMERCE TOWNSHIP,0.0,0.0,7066.0,0.0,7066.0,7066.0,complete,False
MI0001580   ,CONCORD,0.0,0.0,579.0,0.0,579.0,579.0,complete,False
MI0001600   ,CONSTANTINE,0.0,,499.0,63.0,620.0,562.0,incomplete,False
MI0001610   ,COOPERSVILLE,0.0,8.0,1442.0,0.0,1450.0,1450.0,complete,False
MI0001620   ,COPPER CITY,0.0,0.0,125.0,0.0,125.0,125.0,complete,False
MI0001630   ,GRANT TOWNSHIP - COPPER HARBOR,0.0,0.0,114.0,0.0,114.0,114.0,complete,False
MI0001631   ,COPPER MEADOWS,0.0,0.0,51.0,0.0,51.0,51.0,complete,False
MI0001640   ,"CORUNNA, CITY OF",0.0,0.0,885.0,0.0,885.0,885.0,complete,False
MI0001643   ,COTTAGE COVE ON ELK LAKE,0.0,0.0,29.0,0.0,29.0,29.0,complete,False
MI0001648   ,COUNTRY LIVING ADULT FOSTER CARE,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0001649   ,COUNTRY PLACE SENIOR CARE CENTER,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0001650   ,COTTRELLVILLE TOWNSHIP,0.0,0.0,798.0,0.0,798.0,798.0,complete,False
MI0001652   ,COUNTRY VILLAGE APARTMENTS,0.0,0.0,41.0,0.0,41.0,41.0,complete,False
MI0001653   ,COUNTRY LOG APTS,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0001655   ,COUNTRY ACRES HOMEOWNERS ASSOCIATION,0.0,0.0,70.0,0.0,70.0,70.0,complete,False
MI0001657   ,COUNTRY VIEW MANOR CONDOS,0.0,0.0,9.0,0.0,9.0,9.0,complete,False
MI0001658   ,WILLOWS ON TWIN PONDS,0.0,0.0,14.0,0.0,14.0,14.0,complete,False
MI0001661   ,COVERT TOWNSHIP,0.0,0.0,826.0,0.0,826.0,826.0,complete,False
MI0001663   ,LANDINGS AT CRANES COVE,0.0,0.0,110.0,0.0,110.0,110.0,complete,False
MI0001664   ,CROCKERY TOWNSHIP,0.0,0.0,284.0,508.0,792.0,792.0,complete,False
MI0001666   ,CROOKED RIVER APARTMENTS,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0001669   ,LAKESIDE APARTMENTS,0.0,0.0,20.0,,20.0,20.0,incomplete,False
MI0001690   ,"CROSWELL, CITY OF",5.0,0.0,307.0,0.0,312.0,312.0,complete,False
MI0001692   ,MACK. CO. HOUSING-CURTIS,,,,,,0.0,incomplete,False
MI0001694   ,CRYSTAL RIDGE CONDOMINIUM ASSOCIATION,0.0,0.0,40.0,0.0,40.0,40.0,complete,False
MI0001700   ,CRYSTAL FALLS,,38.0,852.0,,890.0,890.0,incomplete,False
MI0001715   ,CRYSTAL HIGHLANDS SUBDIVISION,0.0,0.0,32.0,0.0,32.0,32.0,complete,False
MI0001716   ,CRYSTAL MOUNTAIN RESORT & SPA,0.0,0.0,298.0,0.0,298.0,298.0,complete,False
MI0001718   ,"DANSVILLE, VILLAGE OF",0.0,0.0,69.0,0.0,69.0,69.0,complete,False
MI0001720   ,"DAVISON, CITY OF",0.0,0.0,1738.0,0.0,1738.0,1738.0,complete,False
MI0001730   ,DEARBORN,7306.0,0.0,22998.0,2420.0,32724.0,32724.0,complete,False
MI0001740   ,DEARBORN HEIGHTS,,,,,,0.0,incomplete,False
MI0001750   ,DECATUR,285.0,178.0,229.0,0.0,692.0,692.0,complete,False
MI0001760   ,"DECKERVILLE, VILLAGE OF",0.0,0.0,408.0,0.0,408.0,408.0,complete,False
MI0001765   ,DEEPWATER POINTE ASSOCIATION,0.0,0.0,13.0,0.0,13.0,13.0,complete,False
MI0001768   ,DEERFIELD VILLA,0.0,0.0,8.0,0.0,8.0,8.0,complete,False
MI0001770   ,DEERFIELD,0.0,37.0,154.0,216.0,407.0,407.0,complete,False
MI0001773   ,DEERWOOD SUBDIVISION,0.0,1.0,2952.0,3492.0,6445.0,6445.0,complete,False
MI0001774   ,DEER PARK CONDOMINIUMS,0.0,0.0,5.0,0.0,5.0,5.0,complete,False
MI0001790   ,CHARTER TOWNSHIP OF DELTA,0.0,0.0,9471.0,0.0,9471.0,9471.0,complete,False
MI0001795   ,DETOUR,,0.0,290.0,0.0,290.0,290.0,incomplete,False
MI0001798   ,DETROIT METROPOLITAN WAYNE CO. AIRPORT,0.0,0.0,47.0,0.0,47.0,47.0,complete,False
MI0001800   ,DETROIT CITY OF,80595.0,120.0,131743.0,39073.0,251531.0,251531.0,complete,False
MI0001810   ,DEXTER,0.0,42.0,1492.0,328.0,1862.0,1862.0,complete,False
MI0001820   ,ELY TOWNSHIP-DIORITE,0.0,0.0,67.0,0.0,67.0,67.0,complete,False
MI0001840   ,OSCEOLA TOWNSHIP,71.0,11.0,193.0,146.0,421.0,421.0,complete,False
MI0001845   ,DORR-LEIGHTON,0.0,0.0,232.0,0.0,232.0,232.0,complete,False
MI0001860   ,DOWAGIAC,1068.0,388.0,1493.0,0.0,2949.0,2949.0,complete,False
MI0001865   ,DRUMMOND ISLAND APARTMENTS,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0001870   ,"DRYDEN, VILLAGE OF",0.0,0.0,79.0,248.0,327.0,327.0,complete,False
MI0001880   ,DUNDEE,5.0,170.0,1726.0,,1901.0,1901.0,incomplete,False
MI0001900   ,"DURAND, CITY OF",302.0,3.0,1219.0,,1524.0,1524.0,incomplete,False
MI0001905   ,DUNRENTIN HEIGHTS SUBDIVISION,0.0,0.0,29.0,0.0,29.0,29.0,complete,False
MI0001910   ,AUTUMN HILLS,0.0,0.0,5.0,0.0,5.0,5.0,complete,False
MI0001915   ,DUVERNAY PARK APARTMENTS,0.0,0.0,24.0,0.0,24.0,24.0,complete,False
MI0001920   ,EAGLE HARBOR TOWNSHIP,0.0,0.0,145.0,0.0,145.0,145.0,complete,False
MI0001925   ,EAGLE LAKE CONDOMINIUMS,,0.0,16.0,16.0,,32.0,incomplete,False
MI0001930   ,HOUGHTON TOWNSHIP,0.0,0.0,66.0,0.0,66.0,66.0,complete,False
