pwsid,system_name,county,population,monitoring_end_date,lead_90th_ppb,includes_5th_liter_or_not,sampling_next_due_subject_to_change,year,month
MI0005543,"POSEN, VILLAGE OF",PRESQUE ISLE,234.0,2016-12-31,2.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0005543,"POSEN, VILLAGE OF",PRESQUE ISLE,234.0,2019-12-31,2.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0005543,"POSEN, VILLAGE OF",PRESQUE ISLE,234.0,2022-12-31,2.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0005550,"POTTERVILLE, CITY OF",EATON,2617.0,2018-12-31,3.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0005550,"POTTERVILLE, CITY OF",EATON,2617.0,2021-12-31,2.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0000700,POWELL TOWNSHIP,MARQUETTE,300.0,2018-12-31,1.0,N,2019-06-30 00:00:00,2018.0,12.0
MI0000700,POWELL TOWNSHIP,MARQUETTE,300.0,2019-06-30,1.0,N,2022-09-30 00:00:00,2019.0,6.0
MI0000700,POWELL TOWNSHIP,MARQUETTE,300.0,2022-12-31,3.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0005563,POWERS-SPALDING WATER AUTHORITY,MENOMINEE,459.0,2018-12-31,1.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0005563,POWERS-SPALDING WATER AUTHORITY,MENOMINEE,459.0,2021-12-31,5.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0005566,PRAIRIE VILLAGE APARTMENTS,KALAMAZOO,38.0,2019-12-31,0.0,N,2020-06-30 00:00:00,2019.0,12.0
MI0005566,PRAIRIE VILLAGE APARTMENTS,KALAMAZOO,38.0,2020-06-30,2.0,N,2020-12-31 00:00:00,2020.0,6.0
MI0005566,PRAIRIE VILLAGE APARTMENTS,KALAMAZOO,38.0,2020-12-31,4.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0005566,PRAIRIE VILLAGE APARTMENTS,KALAMAZOO,38.0,2021-12-31,6.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0005566,PRAIRIE VILLAGE APARTMENTS,KALAMAZOO,38.0,2023-12-31,4.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0002619,PRENTIS ESTATES APARTMENTS,LIVINGSTON,500.0,2016-12-31,0.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0002619,PRENTIS ESTATES APARTMENTS,LIVINGSTON,500.0,2019-12-31,1.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0002619,PRENTIS ESTATES APARTMENTS,LIVINGSTON,500.0,2022-12-31,0.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0005570,PRESCOTT-HIDDEN CREEK MANOR,OGEMAW,38.0,2018-12-31,0.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0005570,PRESCOTT-HIDDEN CREEK MANOR,OGEMAW,38.0,2021-12-31,3.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0005575,PRESQUE ISLE HARBOR WATER CO.,PRESQUE ISLE,845.0,2018-12-31,0.0,N,2019-09-30 00:00:00,2018.0,12.0
MI0005575,PRESQUE ISLE HARBOR WATER CO.,PRESQUE ISLE,845.0,2019-12-31,1.0,N,2021-09-30 00:00:00,2019.0,12.0
MI0005575,PRESQUE ISLE HARBOR WATER CO.,PRESQUE ISLE,845.0,2021-12-31,0.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0040490,PROSPECT MANOR MHC,VAN BUREN,130.0,2017-12-31,1.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0040490,PROSPECT MANOR MHC,VAN BUREN,130.0,2020-12-31,0.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0040490,PROSPECT MANOR MHC,VAN BUREN,94.0,2023-12-31,6.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0040456,QUIET COVE TRAILER PARK,SHIAWASSEE,70.0,2018-12-31,3.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0040456,QUIET COVE TRAILER PARK,SHIAWASSEE,70.0,2021-12-31,8.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0005580,QUINCY,BRANCH,2040.0,2018-12-31,4.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0005580,QUINCY,BRANCH,2040.0,2021-12-31,3.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0005590,QUINNESEC,DICKINSON,1200.0,2017-12-31,2.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0005590,QUINNESEC,DICKINSON,1200.0,2020-12-31,4.0,Y,2023-09-30 00:00:00,2020.0,12.0
MI0005590,QUINNESEC,DICKINSON,1200.0,2023-12-31,4.0,Y,2026-09-30 00:00:00,2023.0,12.0
MI0040021,RABBIT RIVER ESTATES,ALLEGAN,255.0,2016-12-31,4.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0040021,RABBIT RIVER ESTATES,ALLEGAN,255.0,2019-12-31,8.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0040021,RABBIT RIVER ESTATES,ALLEGAN,255.0,2023-12-31,7.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0040309,RAISIN VALLEY ESTATES,LENAWEE,65.0,2018-12-31,0.0,N,2019-06-30 00:00:00,2018.0,12.0
MI0040309,RAISIN VALLEY ESTATES,LENAWEE,65.0,2019-06-30,12.0,N,2019-12-31 00:00:00,2019.0,6.0
MI0005607,RAPID RIVER MEADOWS,KALKASKA,46.0,2018-12-31,0.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0005607,RAPID RIVER MEADOWS,KALKASKA,46.0,2021-12-31,0.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0005610,RAVENNA,MUSKEGON,1219.0,2018-12-31,0.0,N,2019-09-30 00:00:00,2018.0,12.0
MI0005610,RAVENNA,MUSKEGON,1219.0,2019-12-31,0.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0005610,RAVENNA,MUSKEGON,1219.0,2020-12-31,0.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0005610,RAVENNA,MUSKEGON,1219.0,2021-12-31,0.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0005610,RAVENNA,MUSKEGON,1219.0,2022-12-31,2.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0005610,RAVENNA,MUSKEGON,1219.0,2023-12-31,0.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0005620,READING,HILLSDALE,1078.0,2018-12-31,1.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0005620,READING,HILLSDALE,1078.0,2021-12-31,4.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0005640,REDFORD TOWNSHIP,WAYNE,48362.0,2017-12-31,0.0,N,2019-09-30 00:00:00,2017.0,12.0
MI0005640,REDFORD TOWNSHIP,WAYNE,48362.0,2019-12-31,6.0,Y,2020-09-30 00:00:00,2019.0,12.0
MI0005640,REDFORD TOWNSHIP,WAYNE,48362.0,2020-12-31,5.0,Y,2021-09-30 00:00:00,2020.0,12.0
MI0005640,REDFORD TOWNSHIP,WAYNE,48362.0,2021-12-31,13.0,Y,2022-09-30 00:00:00,2021.0,12.0
MI0005640,REDFORD TOWNSHIP,WAYNE,49504.0,2022-12-31,10.0,Y,2023-09-30 00:00:00,2022.0,12.0
MI0005640,REDFORD TOWNSHIP,WAYNE,49504.0,2023-12-31,21.0,Y,2024-06-30 00:00:00,2023.0,12.0
MI0005640,REDFORD TOWNSHIP,WAYNE,49504.0,2024-06-30,16.0,Y,2024-12-31 00:00:00,2024.0,6.0
MI0005650,"REED CITY, CITY OF",OSCEOLA,2425.0,2018-12-31,2.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0005650,"REED CITY, CITY OF",OSCEOLA,2425.0,2021-12-31,5.0,Y,2024-09-30 00:00:00,2021.0,12.0
MI0067101,REGENCY AT WHITMORE LAKE,WASHTENAW,190.0,2018-12-31,6.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0067101,REGENCY AT WHITMORE LAKE,WASHTENAW,190.0,2021-12-31,3.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0005655,REMUS APARTMENT COMPANY,MECOSTA,100.0,2016-12-31,1.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0005655,REMUS APARTMENT COMPANY,MECOSTA,100.0,2019-12-31,1.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0005655,REMUS APARTMENT COMPANY,MECOSTA,100.0,2022-12-31,0.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0005660,REPUBLIC TOWNSHIP,MARQUETTE,700.0,2017-12-31,4.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0005660,REPUBLIC TOWNSHIP,MARQUETTE,700.0,2020-12-31,1.0,Y,2023-09-30 00:00:00,2020.0,12.0
MI0005660,REPUBLIC TOWNSHIP,MARQUETTE,700.0,2023-12-31,1.0,Y,2026-09-30 00:00:00,2023.0,12.0
MI0000048,RICHLYN MANOR,LENAWEE,192.0,2016-12-31,0.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0000048,RICHLYN MANOR,LENAWEE,192.0,2019-12-31,1.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0000048,RICHLYN MANOR,LENAWEE,192.0,2022-12-31,0.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0005160,RICHMOND TOWNSHIP,MARQUETTE,489.0,2015-12-31,6.0,N,2019-09-30 00:00:00,2015.0,12.0
MI0005160,RICHMOND TOWNSHIP,MARQUETTE,489.0,2019-12-31,6.0,N,2021-09-30 00:00:00,2019.0,12.0
MI0005160,RICHMOND TOWNSHIP,MARQUETTE,489.0,2022-12-31,5.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0005670,"RICHMOND, CITY OF",MACOMB,5733.0,2017-12-31,1.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0005670,"RICHMOND, CITY OF",MACOMB,5733.0,2020-12-31,0.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0005670,"RICHMOND, CITY OF",MACOMB,5733.0,2023-12-31,0.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0000838,RIDGE VALLEY OF MILFORD,OAKLAND,220.0,2016-12-31,7.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0000838,RIDGE VALLEY OF MILFORD,OAKLAND,220.0,2019-12-31,15.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0000838,RIDGE VALLEY OF MILFORD,OAKLAND,220.0,2022-12-31,1.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0005673,RIDGEWAY,MACOMB,31.0,2016-12-31,0.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0005673,RIDGEWAY,MACOMB,31.0,2019-12-31,0.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0005673,RIDGEWAY,MACOMB,31.0,2022-12-31,0.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0005673,RIDGEWAY,MACOMB,31.0,2023-12-31,0.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0040671,RIDGEWOOD MOBILE HOME PARK INC,OAKLAND,783.0,2016-12-31,0.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0040671,RIDGEWOOD MOBILE HOME PARK INC,OAKLAND,783.0,2019-12-31,0.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0040671,RIDGEWOOD MOBILE HOME PARK INC,OAKLAND,1030.0,2022-12-31,0.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0005675,RIGA TOWNSHIP,LENAWEE,266.0,2018-12-31,2.0,N,2019-09-30 00:00:00,2018.0,12.0
MI0005675,RIGA TOWNSHIP,LENAWEE,266.0,2019-12-31,0.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0005675,RIGA TOWNSHIP,LENAWEE,266.0,2020-12-31,0.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0005675,RIGA TOWNSHIP,LENAWEE,266.0,2021-12-31,0.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0005675,RIGA TOWNSHIP,LENAWEE,266.0,2022-12-31,0.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0005675,RIGA TOWNSHIP,LENAWEE,266.0,2023-12-31,0.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0040183,RILEY'S MOBILE HOME PARK,HILLSDALE,70.0,2017-12-31,0.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0040183,RILEY'S MOBILE HOME PARK,HILLSDALE,70.0,2020-12-31,0.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0040183,RILEY'S MOBILE HOME PARK,HILLSDALE,70.0,2023-12-31,0.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0040672,RIVER RIDGE,LAPEER,425.0,2016-12-31,1.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0040672,RIVER RIDGE,LAPEER,425.0,2019-12-31,0.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0040663,RIVER RIDGE - SALINE,WASHTENAW,720.0,2017-12-31,5.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0040663,RIVER RIDGE - SALINE,WASHTENAW,720.0,2020-12-31,5.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0040663,RIVER RIDGE - SALINE,WASHTENAW,720.0,2023-12-31,2.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0005690,RIVER ROUGE,WAYNE,7903.0,2017-12-31,0.0,N,2019-09-30 00:00:00,2017.0,12.0
MI0005690,RIVER ROUGE,WAYNE,7903.0,2019-12-31,6.0,Y,2020-09-30 00:00:00,2019.0,12.0
MI0005690,RIVER ROUGE,WAYNE,7903.0,2020-12-31,5.0,Y,2021-09-30 00:00:00,2020.0,12.0
MI0005690,RIVER ROUGE,WAYNE,7903.0,2021-12-31,9.0,Y,2022-09-30 00:00:00,2021.0,12.0
MI0005690,RIVER ROUGE,WAYNE,7224.0,2022-12-31,7.0,Y,2023-09-30 00:00:00,2022.0,12.0
MI0005690,RIVER ROUGE,WAYNE,7224.0,2023-12-31,4.0,Y,2024-09-30 00:00:00,2023.0,12.0
MI0005692,RIVERBROOKE HOME OWNERS ASSOCIATION,BERRIEN,37.0,2017-12-31,1.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0005692,RIVERBROOKE HOME OWNERS ASSOCIATION,BERRIEN,37.0,2020-12-31,3.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0005692,RIVERBROOKE HOME OWNERS ASSOCIATION,BERRIEN,37.0,2023-12-31,4.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0004095,RIVERFRONT CONDOS OF NILES,BERRIEN,90.0,2018-12-31,14.0,N,2019-09-30 00:00:00,2018.0,12.0
MI0004095,RIVERFRONT CONDOS OF NILES,BERRIEN,90.0,2019-12-31,3.0,N,2021-09-30 00:00:00,2019.0,12.0
MI0004095,RIVERFRONT CONDOS OF NILES,BERRIEN,90.0,2021-12-31,1.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0040515,RIVERSBEND MOBILE HOME PARK,DICKINSON,180.0,2018-12-31,2.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0040515,RIVERSBEND MOBILE HOME PARK,DICKINSON,180.0,2021-12-31,0.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0040030,RIVERSIDE ESTATES,ALLEGAN,100.0,2018-12-31,6.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0040030,RIVERSIDE ESTATES,ALLEGAN,100.0,2021-12-31,0.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0040065,RIVERSIDE ESTATES,BERRIEN,218.0,2018-12-31,2.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0040065,RIVERSIDE ESTATES,BERRIEN,218.0,2021-12-31,2.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0005710,RIVERVIEW,WAYNE,12486.0,2017-12-31,0.0,N,2019-09-30 00:00:00,2017.0,12.0
MI0005710,RIVERVIEW,WAYNE,12486.0,2019-12-31,15.0,Y,2020-09-30 00:00:00,2019.0,12.0
MI0005710,RIVERVIEW,WAYNE,12486.0,2020-12-31,10.0,Y,2021-09-30 00:00:00,2020.0,12.0
MI0005710,RIVERVIEW,WAYNE,12486.0,2021-12-31,12.0,Y,2022-09-30 00:00:00,2021.0,12.0
MI0005710,RIVERVIEW,WAYNE,12486.0,2022-12-31,12.0,Y,2023-09-30 00:00:00,2022.0,12.0
MI0005710,RIVERVIEW,WAYNE,12486.0,2023-12-31,13.0,Y,2024-09-30 00:00:00,2023.0,12.0
MI0005710,RIVERVIEW,WAYNE,12486.0,2024-09-30,16.0,Y,2025-06-30 00:00:00,2024.0,9.0
MI0040168,RIVERVIEW GLADWIN,GLADWIN,43.0,2023-12-31,0.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0040023,RIVERVIEW MOBILE HOME PARK,ALLEGAN,125.0,2017-12-31,2.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0040023,RIVERVIEW MOBILE HOME PARK,ALLEGAN,125.0,2020-12-31,2.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0040288,RIVERVIEW MOBILE VILLAGE,KENT,392.0,2017-12-31,4.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0040288,RIVERVIEW MOBILE VILLAGE,KENT,392.0,2020-12-31,0.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0040288,RIVERVIEW MOBILE VILLAGE,KENT,392.0,2023-12-31,1.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0040482,RIVERVIEW PARK,TUSCOLA,175.0,2018-12-31,1.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0040482,RIVERVIEW PARK,TUSCOLA,175.0,2021-12-31,1.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0005712,RIVERWALK DEVELOPMENT,ALLEGAN,38.0,2017-12-31,0.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0005712,RIVERWALK DEVELOPMENT,ALLEGAN,38.0,2020-12-31,0.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0005712,RIVERWALK DEVELOPMENT,ALLEGAN,137.0,2023-12-31,0.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0040310,ROBIN HOOD MOBILE COURT,LENAWEE,63.0,2016-12-31,2.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0040310,ROBIN HOOD MOBILE COURT,LENAWEE,63.0,2019-12-31,0.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0005720,ROCHESTER,OAKLAND,7130.0,2017-12-31,4.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0005720,ROCHESTER,OAKLAND,7130.0,2020-12-31,3.0,Y,2023-09-30 00:00:00,2020.0,12.0
MI0005720,ROCHESTER,OAKLAND,7130.0,2023-12-31,2.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0005723,ROCHESTER EAST,OAKLAND,5500.0,2017-12-31,0.0,N,2019-09-30 00:00:00,2017.0,12.0
MI0005723,ROCHESTER EAST,OAKLAND,5500.0,2019-12-31,1.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0005723,ROCHESTER EAST,OAKLAND,5500.0,2020-12-31,0.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0005723,ROCHESTER EAST,OAKLAND,5500.0,2021-12-31,0.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0005723,ROCHESTER EAST,OAKLAND,5500.0,2022-12-31,0.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0005723,ROCHESTER EAST,OAKLAND,5500.0,2023-12-31,0.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0000325,ROCHESTER HILLS,OAKLAND,71788.0,2017-12-31,0.0,N,2019-09-30 00:00:00,2017.0,12.0
MI0000325,ROCHESTER HILLS,OAKLAND,74000.0,2019-12-31,0.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0000325,ROCHESTER HILLS,OAKLAND,74000.0,2020-12-31,0.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0000325,ROCHESTER HILLS,OAKLAND,74000.0,2021-12-31,1.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0000325,ROCHESTER HILLS,OAKLAND,74000.0,2022-12-31,1.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0000325,ROCHESTER HILLS,OAKLAND,74000.0,2023-12-31,0.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0005730,ROCKFORD,KENT,6517.0,2016-12-31,0.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0005730,ROCKFORD,KENT,7160.0,2019-12-31,2.0,Y,2020-09-30 00:00:00,2019.0,12.0
MI0005730,ROCKFORD,KENT,7160.0,2020-12-31,0.0,Y,2021-09-30 00:00:00,2020.0,12.0
MI0005730,ROCKFORD,KENT,7160.0,2021-12-31,2.0,Y,2022-09-30 00:00:00,2021.0,12.0
MI0005730,ROCKFORD,KENT,7160.0,2022-12-31,1.0,Y,2023-09-30 00:00:00,2022.0,12.0
MI0005730,ROCKFORD,KENT,7160.0,2023-12-31,0.0,Y,2024-09-30 00:00:00,2023.0,12.0
MI0005740,ROCKLAND TOWNSHIP,ONTONAGON,350.0,2017-12-31,3.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0005740,ROCKLAND TOWNSHIP,ONTONAGON,350.0,2020-12-31,1.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0005740,ROCKLAND TOWNSHIP,ONTONAGON,350.0,2023-12-31,15.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0005750,ROCKWOOD,WAYNE,3289.0,2017-12-31,2.0,N,2019-09-30 00:00:00,2017.0,12.0
MI0005750,ROCKWOOD,WAYNE,3289.0,2019-12-31,1.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0005750,ROCKWOOD,WAYNE,3289.0,2020-12-31,0.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0005750,ROCKWOOD,WAYNE,3289.0,2021-12-31,1.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0005750,ROCKWOOD,WAYNE,3289.0,2022-12-31,0.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0005750,ROCKWOOD,WAYNE,3289.0,2023-12-31,0.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0005770,"ROGERS CITY, CITY OF",PRESQUE ISLE,2827.0,2016-12-31,4.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0005770,"ROGERS CITY, CITY OF",PRESQUE ISLE,2827.0,2019-12-31,2.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0005770,"ROGERS CITY, CITY OF",PRESQUE ISLE,2827.0,2020-12-31,2.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0005770,"ROGERS CITY, CITY OF",PRESQUE ISLE,2827.0,2021-12-31,2.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0005770,"ROGERS CITY, CITY OF",PRESQUE ISLE,2827.0,2022-12-31,2.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0005770,"ROGERS CITY, CITY OF",PRESQUE ISLE,2827.0,2023-12-31,1.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0005775,ROLLING MEADOWS WATER ASSN.,GRAND TRAVERSE,76.0,2016-12-31,2.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0005775,ROLLING MEADOWS WATER ASSN.,GRAND TRAVERSE,76.0,2019-12-31,3.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0005775,ROLLING MEADOWS WATER ASSN.,GRAND TRAVERSE,76.0,2022-12-31,2.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0005780,"ROMEO, VILLAGE OF",MACOMB,3750.0,2017-12-31,2.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0005780,"ROMEO, VILLAGE OF",MACOMB,3750.0,2020-12-31,3.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0005780,"ROMEO, VILLAGE OF",MACOMB,3750.0,2021-06-30,4.0,N,2021-12-31 00:00:00,2021.0,6.0
MI0005780,"ROMEO, VILLAGE OF (GLWA)",MACOMB,3750.0,2021-06-30,4.0,N,2021-12-31 00:00:00,2021.0,6.0
MI0005780,"ROMEO, VILLAGE OF (GLWA)",MACOMB,3750.0,2021-12-31,1.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0005780,"ROMEO, VILLAGE OF (GLWA)",MACOMB,3750.0,2022-12-31,0.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0005780,"ROMEO, VILLAGE OF (GLWA)",MACOMB,3750.0,2023-12-31,1.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0005780,"ROMEO, VILLAGE OF (WELLS)",MACOMB,3750.0,2020-12-31,3.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0005780,"ROMEO, VILLAGE OF (WELLS)",MACOMB,3750.0,2023-12-31,2.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0005785,ROMULUS,WAYNE,23989.0,2018-12-31,6.0,N,2019-09-30 00:00:00,2018.0,12.0
MI0005785,ROMULUS,WAYNE,23989.0,2019-12-31,9.0,Y,2020-09-30 00:00:00,2019.0,12.0
MI0005785,ROMULUS,WAYNE,23989.0,2020-12-31,7.0,Y,2021-09-30 00:00:00,2020.0,12.0
MI0005785,ROMULUS,WAYNE,23989.0,2021-12-31,4.0,Y,2022-09-30 00:00:00,2021.0,12.0
MI0005785,ROMULUS,WAYNE,23989.0,2022-12-31,10.0,Y,2023-09-30 00:00:00,2022.0,12.0
MI0005785,ROMULUS,WAYNE,23989.0,2023-12-31,9.0,Y,2024-09-30 00:00:00,2023.0,12.0
MI0005800,ROOSEVELT PARK,MUSKEGON,3831.0,2018-12-31,0.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0005800,ROOSEVELT PARK,MUSKEGON,3831.0,2021-12-31,2.0,Y,2024-09-30 00:00:00,2021.0,12.0
MI0005810,"ROSCOMMON, VILLAGE OF",ROSCOMMON,1075.0,2017-12-31,6.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0005810,"ROSCOMMON, VILLAGE OF",ROSCOMMON,1075.0,2020-12-31,3.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0005810,"ROSCOMMON, VILLAGE OF",ROSCOMMON,1075.0,2023-12-31,2.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0005815,"ROSE CITY, CITY OF",OGEMAW,180.0,2018-12-31,1.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0005815,"ROSE CITY, CITY OF",OGEMAW,180.0,2021-12-31,0.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0005816,ROSE HILL CENTER,OAKLAND,70.0,2016-12-31,1.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0005816,ROSE HILL CENTER,OAKLAND,70.0,2019-12-31,0.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0005816,ROSE HILL CENTER,OAKLAND,70.0,2022-12-31,0.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0005823,ROSEBUSH ESTATES APARTMENTS,ISABELLA,30.0,2016-12-31,1.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0005823,ROSEBUSH ESTATES APARTMENTS,ISABELLA,30.0,2019-12-31,2.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0005823,ROSEBUSH ESTATES APARTMENTS,ISABELLA,30.0,2022-12-31,3.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0005824,ROSEBUSH MANOR,ISABELLA,25.0,2023-12-31,0.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0005824,ROSEBUSH MANOR SENIOR LIVING COMMUNITY,ISABELLA,25.0,2017-12-31,3.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0005824,ROSEBUSH MANOR SENIOR LIVING COMMUNITY,ISABELLA,25.0,2020-12-31,6.0,N,2023-09-30 00:00:00,2020.0,12.0
