base_pwsid,resolved_pwsid,system_name,display_name,county,monitoring_end_date,year,lead_90th_ppb,above_action_level,lines_replaced,inventory_year,inventory_lead,inventory_gpcl,inventory_unknown,total_to_identify_or_replace,inventory_complete_flag
MI0040319,MI0040319,ALAN'S PARK - FOWLERVILLE,ALAN'S PARK - FOWLERVILLE,LIVINGSTON,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0040343,MI0040343,HAVEN VIEW MOBILE COURT,HAVEN VIEW MOBILE COURT,MECOSTA,2023-12-31,2023,2.0,False,,2025.0,,,,,
MI0040343,MI0040343,HAVEN VIEW MOBILE COURT,HAVEN VIEW MOBILE COURT,MECOSTA,2023-12-31,2023,2.0,False,,2025.0,,,,,
MI0040406,MI0040406,HYLANDER VALLEY,HYLANDER VALLEY,OCEANA,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0040406,MI0040406,HYLANDER VALLEY,HYLANDER VALLEY,OCEANA,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0040494,MI0040494,PHELPS MOBILE HOME VILLA,PHELPS MOBILE HOME VILLA,VAN BUREN,2023-12-31,2023,1.0,False,,2025.0,,,,,
MI0040494,MI0040494,PHELPS MOBILE HOME VILLA,PHELPS MOBILE HOME VILLA,VAN BUREN,2023-12-31,2023,1.0,False,,2025.0,,,,,
MI0040495,MI0040495,RUSH LAKE MHP/CAMPGROUND,RUSH LAKE MHP/CAMPGROUND,VAN BUREN,2023-12-31,2023,8.0,False,,2025.0,,,,,
MI0040495,MI0040495,RUSH LAKE MHP/CAMPGROUND,RUSH LAKE MHP/CAMPGROUND,VAN BUREN,2023-12-31,2023,8.0,False,,2025.0,,,,,
MI0040606,MI0040606,MITCHELL BROTHERS MOBILE HOME PARK,MITCHELL BROTHERS MOBILE HOME PARK,VAN BUREN,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040606,MI0040606,MITCHELL BROTHERS MOBILE HOME PARK,MITCHELL BROTHERS MOBILE HOME PARK,VAN BUREN,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040649,MI0040649,COVENTRY WOODS MHC,COVENTRY WOODS MHC,LIVINGSTON,2023-12-31,2023,3.0,False,,2025.0,,,,,
MI0040649,MI0040649,COVENTRY WOODS MHC,COVENTRY WOODS MHC,LIVINGSTON,2023-12-31,2023,3.0,False,,2025.0,,,,,
MI0040654,MI0040654,HARTLAND MEADOWS,HARTLAND MEADOWS,LIVINGSTON,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0040654,MI0040654,HARTLAND MEADOWS,HARTLAND MEADOWS,LIVINGSTON,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0040658,MI0040658,TYRONE WOODS,TYRONE WOODS,LIVINGSTON,2023-12-31,2023,5.0,False,,2025.0,,,,,
MI0040658,MI0040658,TYRONE WOODS,TYRONE WOODS,LIVINGSTON,2023-12-31,2023,5.0,False,,2025.0,,,,,
MI0040669,MI0040669,WOODLAND RIDGE,WOODLAND RIDGE,LIVINGSTON,2024-12-31,2024,3.0,False,,2025.0,,,,,
MI0040669,MI0040669,WOODLAND RIDGE,WOODLAND RIDGE,LIVINGSTON,2024-12-31,2024,3.0,False,,2025.0,,,,,
MI0040678,MI0040678,OAKS OF ROCKFORD,OAKS OF ROCKFORD,KENT,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0040678,MI0040678,OAKS OF ROCKFORD,OAKS OF ROCKFORD,KENT,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0066355,MI0066355,ARGENTINE CARE CENTER,ARGENTINE CARE CENTER,GENESEE,2023-12-31,2023,3.0,False,,2025.0,,,,,
MI0066355,MI0066355,ARGENTINE CARE CENTER,ARGENTINE CARE CENTER,GENESEE,2023-12-31,2023,3.0,False,,2025.0,,,,,
